corridor_name,MainDTN,NFCh30m,NSCh2pD,TotCha,ChEBM,ChERM,ChE30,MDTN_B,MDTN_R,trucks_per_fast_charger,trucks_per_slow_charger,total_trucks_per_charger,fast_slow_ratio,fast_charger_percent,energy_per_fast_charger,energy_per_slow_charger,energy_per_truck,recommended_fast_chargers,fast_charger_deficit,charger_need_score
Motorway A 99 Corridor (Eglhartinger Forst),123.04,4.0,30.0,34.0,32.55,27.37,59.92,64.45,58.59,16.1125,1.953,3.618823529411765,0.13333333333333333,11.764705882352942,8.1375,0.9123333333333333,0.4869960988296489,2.0,0,0.31814155240212544
Motorway Autovía del Duero Corridor (Toro),55.69,3.0,3.0,6.0,31.25,3.01,34.26,49.78,5.91,16.593333333333334,1.97,9.281666666666666,1.0,50.0,10.416666666666666,1.0033333333333332,0.6151912372059616,1.0,0,0.3178258658120179
Motorway A 96 Corridor (Mindelheim),116.42,4.0,26.0,30.0,32.68,28.47,61.15,64.94,51.48,16.235,1.98,3.880666666666667,0.15384615384615385,13.333333333333334,8.17,1.095,0.5252533928878199,2.0,0,0.31759505580706615
Motorway A12 Corridor (Henniez),64.64,3.0,9.0,12.0,32.28,10.68,42.96,48.3,16.34,16.099999999999998,1.8155555555555556,5.386666666666667,0.3333333333333333,25.0,10.76,1.1866666666666665,0.6646039603960396,1.0,0,0.3173183447831468
Motorway Autostrada Wolności Corridor (Zduny),111.93,4.0,25.0,29.0,36.3,27.45,63.75,63.01,48.92,15.7525,1.9568,3.8596551724137935,0.16,13.793103448275861,9.075,1.0979999999999999,0.5695523988206914,2.0,0,0.3167497269579228
Inlandsvägen Route (Norrbotten County),204.7,11.0,23.0,34.0,64.42,15.25,79.64,165.71,38.99,15.064545454545454,1.695217391304348,6.020588235294118,0.4782608695652174,32.35294117647059,5.856363636363636,0.6630434782608695,0.38905715681485104,4.0,0,0.31623134637978506
Motorway E42 Corridor (Saint Vith),105.99,4.0,21.0,25.0,33.07,21.69,54.75,65.38,40.61,16.345,1.9338095238095239,4.239599999999999,0.19047619047619047,16.0,8.2675,1.032857142857143,0.5165581658647043,2.0,0,0.31601378528661844
Motorway Autostrada Adriatica Corridor (Castel San Pietro Terme),51.33,2.0,10.0,12.0,21.7,13.47,35.18,32.52,18.81,16.26,1.8809999999999998,4.2775,0.2,16.666666666666668,10.85,1.347,0.6853691798168713,1.0,0,0.31528736011353176
Motorway Autostrada del Sole Corridor (Presenzano),69.85,4.0,4.0,8.0,42.39,4.38,46.77,63.57,6.28,15.8925,1.57,8.73125,1.0,50.0,10.5975,1.095,0.6695776664280603,2.0,0,0.3152308003347941
S7 Highway Corridor (Bończa),58.76,3.0,3.0,6.0,23.66,2.52,26.18,53.38,5.38,17.793333333333333,1.7933333333333332,9.793333333333333,1.0,50.0,7.886666666666667,0.84,0.4455411844792376,2.0,0,0.3148151146154251
Motorway A 24 Corridor (Stepenitz),89.37,3.0,21.0,24.0,26.03,21.35,47.38,49.24,40.13,16.413333333333334,1.9109523809523812,3.7237500000000003,0.14285714285714285,12.5,8.676666666666668,1.0166666666666668,0.5301555331766812,1.0,0,0.31408267783267035
La Languedocienne Highway Corridor (Bezouce),151.01,3.0,55.0,58.0,28.36,72.53,100.89,42.25,108.76,14.083333333333334,1.9774545454545456,2.6036206896551723,0.05454545454545454,5.172413793103448,9.453333333333333,1.3187272727272727,0.6681014502350838,1.0,0,0.31209926258093074
Rocade Extérieure Highway Corridor (Martignas-sur-Jalle),88.37,2.0,29.0,31.0,20.46,39.31,59.77,30.67,57.71,15.335,1.99,2.8506451612903225,0.06896551724137931,6.451612903225806,10.23,1.3555172413793104,0.67636075591264,1.0,0,0.3117993095843981
Motorway Autoroute de l’Est Corridor (Recy),75.45,3.0,15.0,18.0,32.03,20.58,52.61,46.25,29.2,15.416666666666666,1.9466666666666665,4.191666666666666,0.2,16.666666666666668,10.676666666666668,1.3719999999999999,0.6972829688535453,1.0,0,0.31167471869481433
Nord/Weinviertel Autobahn Highway Corridor (Poysdorf),82.39,3.0,17.0,20.0,26.96,18.45,45.4,48.64,33.75,16.213333333333335,1.9852941176470589,4.1195,0.17647058823529413,15.0,8.986666666666666,1.0852941176470587,0.5510377472994296,1.0,0,0.31136995078139845
Inntal Autobahn Highway Corridor (Strass im Zillertal),85.28,4.0,11.0,15.0,37.36,12.46,49.82,63.58,21.69,15.895,1.971818181818182,5.685333333333333,0.36363636363636365,26.666666666666668,9.34,1.1327272727272728,0.5841932457786116,2.0,0,0.31102726028665306
Motorway A 92 Corridor (Altdorf),78.46,2.0,23.0,25.0,17.77,24.8,42.57,32.65,45.8,16.325,1.9913043478260868,3.1384,0.08695652173913043,8.0,8.885,1.0782608695652174,0.5425694621463166,1.0,0,0.3106082154266395
Zagrebačka obilaznica Highway Corridor (City of Velika Gorica),171.07,2.0,71.0,73.0,12.08,54.43,66.51,30.78,140.28,15.39,1.975774647887324,2.3434246575342463,0.028169014084507043,2.73972602739726,6.04,0.7666197183098592,0.3887882153504414,1.0,0,0.3097305438226732
Motorway A 95 Corridor (Garmisch-Partenkirchen),88.18,4.0,13.0,17.0,36.47,14.96,51.42,62.18,26.0,15.545,2.0,5.187058823529412,0.3076923076923077,23.529411764705884,9.1175,1.1507692307692308,0.5831254252665004,2.0,0,0.3057771214679382
Motorway A 95 Corridor (Iffeldorf),62.26,2.0,15.0,17.0,17.73,15.71,33.44,32.7,29.56,16.35,1.9706666666666666,3.6623529411764704,0.13333333333333333,11.764705882352942,8.865,1.0473333333333334,0.5371024734982331,1.0,0,0.3049117853191727
Route d'Orléans Route (Bray-Saint-Aignan),75.1,3.0,15.0,18.0,27.74,19.56,47.3,47.08,28.01,15.693333333333333,1.8673333333333335,4.172222222222222,0.2,16.666666666666668,9.246666666666666,1.3039999999999998,0.62982689747004,1.0,0,0.3039833131896084
Motorway E34 Corridor (Brasschaat),101.59,3.0,29.0,32.0,27.06,32.96,60.02,45.07,56.52,15.023333333333333,1.9489655172413793,3.1746875,0.10344827586206896,9.375,9.02,1.136551724137931,0.5908061817107984,1.0,0,0.3030715522225227
D5 Highway Corridor (Zaječov),97.72,4.0,18.0,22.0,33.64,21.34,54.98,61.84,35.89,15.46,1.9938888888888888,4.441818181818181,0.2222222222222222,18.181818181818183,8.41,1.1855555555555555,0.5626279164961113,2.0,0,0.30259677419419656
Motorway E 20 Corridor (Unknown Area),56.98,3.0,3.0,6.0,20.61,1.58,22.18,52.48,4.51,17.493333333333332,1.5033333333333332,9.496666666666666,1.0,50.0,6.87,0.5266666666666667,0.3892593892593893,2.0,0,0.30231817750096995
Motorway Autoroute de Lorraine-Bourgogne Corridor (Bressey-sur-Tille),86.21,3.0,22.0,25.0,30.51,28.78,59.29,44.07,42.14,14.69,1.9154545454545455,3.4484,0.13636363636363635,12.0,10.17,1.3081818181818183,0.6877392413873101,1.0,0,0.3021411508018115
Motorway A1 Corridor (Ins),51.9,2.0,11.0,13.0,20.79,13.86,34.65,30.97,20.92,15.485,1.901818181818182,3.9923076923076923,0.18181818181818182,15.384615384615385,10.395,1.26,0.6676300578034682,1.0,0,0.3018375748861437
Motorway E 18 Corridor (Skoghall),72.59,3.0,12.0,15.0,24.42,11.05,35.47,48.7,23.88,16.233333333333334,1.99,4.839333333333333,0.25,20.0,8.14,0.9208333333333334,0.4886347981815677,1.0,0,0.3014680301227133
Motorway A 81 Corridor (Althengstett),72.19,3.0,13.0,16.0,25.46,12.87,38.33,47.65,24.55,15.883333333333333,1.8884615384615384,4.511875,0.23076923076923078,18.75,8.486666666666666,0.99,0.5309599667543982,1.0,0,0.29946918212106705
Motorway Autovía del Sur Corridor (Santa Elena),33.4,2.0,1.0,3.0,18.41,0.22,18.63,32.98,0.42,16.49,0.42,11.133333333333333,2.0,66.66666666666667,9.205,0.22,0.5577844311377246,1.0,0,0.29894237259357503
Motorway A 6 Corridor (Kaiserslautern),82.99,3.0,19.0,22.0,27.05,20.55,47.6,45.4,37.59,15.133333333333333,1.978421052631579,3.772272727272727,0.15789473684210525,13.636363636363637,9.016666666666667,1.0815789473684212,0.5735630798891433,1.0,0,0.29774421332846424
Motorway Autovia Barcelona - Vic - Ripoll Corridor (Perafita),40.62,2.0,5.0,7.0,19.27,5.29,24.56,31.84,8.79,15.92,1.7579999999999998,5.8028571428571425,0.4,28.571428571428573,9.635,1.058,0.604628261939931,1.0,0,0.29748612072867453
Motorway Autovía del Norte Corridor (Aldeanueva de la Serrezuela),38.81,2.0,4.0,6.0,19.53,4.08,23.61,31.73,7.07,15.865,1.7675,6.468333333333334,0.5,33.333333333333336,9.765,1.02,0.6083483638237567,1.0,0,0.297129350028287
Motorway A 7 Corridor (Diekholzen),79.66,3.0,17.0,20.0,23.99,16.54,40.53,47.15,32.51,15.716666666666667,1.9123529411764704,3.9829999999999997,0.17647058823529413,15.0,7.996666666666666,0.9729411764705882,0.5087873462214412,1.0,0,0.2961738629710693
Motorway A 5 Corridor (Fahrenbach),79.36,3.0,17.0,20.0,23.68,15.82,39.5,47.25,32.11,15.75,1.8888235294117646,3.968,0.17647058823529413,15.0,7.8933333333333335,0.9305882352941177,0.4977318548387097,1.0,0,0.2956924968858648
D2 Highway Corridor (Veľké Leváre),80.31,3.0,18.0,21.0,26.01,21.71,47.71,45.75,34.55,15.25,1.9194444444444443,3.8242857142857143,0.16666666666666666,14.285714285714286,8.67,1.2061111111111111,0.5940729672518988,1.0,0,0.2955863825014728
Motorway Autovia de la Mediterrània Corridor (Albatera),45.8,2.0,7.0,9.0,17.84,8.08,25.92,32.1,13.69,16.05,1.9557142857142857,5.088888888888889,0.2857142857142857,22.22222222222222,8.92,1.1542857142857144,0.565938864628821,1.0,0,0.29547085459280553
Motorway Autovía del Cantábrico Corridor (Guriezo),53.94,3.0,5.0,8.0,29.52,5.04,34.56,45.75,8.2,15.25,1.64,6.7425,0.6,37.5,9.84,1.008,0.6407119021134595,1.0,0,0.2951775747129536
М1 Highway Corridor (Яглевіцкі сельскі Савет),42.33,2.0,5.0,7.0,16.64,4.72,21.35,32.91,9.42,16.455,1.884,6.047142857142857,0.4,28.571428571428573,8.32,0.944,0.5043704228679424,1.0,0,0.29480627382087704
Motorway A 28 Corridor (Le Caule-Sainte-Beuve),66.12,2.0,19.0,21.0,19.82,24.74,44.56,29.68,36.44,14.84,1.917894736842105,3.1485714285714286,0.10526315789473684,9.523809523809524,9.91,1.3021052631578947,0.6739261947973382,1.0,0,0.29479062856074345
Süd Autobahn Highway Corridor (Kirchschlag in der Buckligen Welt),45.37,2.0,7.0,9.0,16.53,6.98,23.51,32.76,12.6,16.38,1.8,5.04111111111111,0.2857142857142857,22.22222222222222,8.265,0.9971428571428572,0.5181838219087503,1.0,0,0.2944998208154714
Motorway A 1 Corridor (Remscheid),101.16,4.0,20.0,24.0,29.31,18.66,47.96,61.56,39.6,15.39,1.98,4.215,0.2,16.666666666666668,7.3275,0.933,0.4741004349545275,2.0,0,0.29447368807588464
Motorway E 4 Corridor (Unknown Area),109.17,5.0,21.0,26.0,46.07,26.14,72.21000000000001,70.17,39.0,14.034,1.8571428571428572,4.198846153846154,0.23809523809523808,19.23076923076923,9.214,1.2447619047619047,0.6614454520472658,2.0,0,0.29443623059519186
N 57 Route (Filain),72.48,3.0,15.0,18.0,29.51,19.42,48.94,44.03,28.45,14.676666666666668,1.8966666666666667,4.026666666666667,0.2,16.666666666666668,9.836666666666668,1.2946666666666669,0.6752207505518764,1.0,0,0.294391750193806
Motorway E34 Corridor (North Brabant),107.07,2.0,40.0,42.0,17.24,43.86,61.1,28.81,78.26,14.405,1.9565000000000001,2.549285714285714,0.05,4.761904761904762,8.62,1.0965,0.5706547118707388,1.0,0,0.29387142505204483
D4 Highway Corridor (Bělčice),41.62,2.0,5.0,7.0,17.59,5.69,23.28,32.2,9.43,16.1,1.886,5.945714285714286,0.4,28.571428571428573,8.795,1.1380000000000001,0.5593464680442096,1.0,0,0.29363251829526826
Motorway Autovía del Norte Corridor (Prádena del Rincón),57.42,3.0,6.0,9.0,27.59,6.34,33.93,46.2,11.22,15.4,1.87,6.38,0.5,33.333333333333336,9.196666666666667,1.0566666666666666,0.5909090909090909,1.0,0,0.2933672735218183
Motorway A 1 Corridor (Eichede),61.05,2.0,15.0,17.0,17.29,16.42,33.71,31.16,29.89,15.58,1.9926666666666668,3.591176470588235,0.13333333333333333,11.764705882352942,8.645,1.0946666666666667,0.5521703521703523,1.0,0,0.2927184089569663
Motorway A3 Corridor (Baden),62.93,2.0,17.0,19.0,18.09,20.0,38.1,30.57,32.36,15.285,1.903529411764706,3.312105263157895,0.11764705882352941,10.526315789473685,9.045,1.1764705882352942,0.6054346098839981,1.0,0,0.2926786871144715
Brennerautobahn - Autostrada del Brennero Highway Corridor (Sarntal - Sarentino),50.48,2.0,10.0,12.0,19.16,11.03,30.18,30.58,19.9,15.29,1.9899999999999998,4.206666666666666,0.2,16.666666666666668,9.58,1.103,0.5978605388272583,1.0,0,0.2924150102979547
Motorway A 9 Corridor (Altmannstein),74.38,3.0,15.0,18.0,25.32,15.58,40.91,45.82,28.56,15.273333333333333,1.904,4.132222222222222,0.2,16.666666666666668,8.44,1.0386666666666666,0.550013444474321,1.0,0,0.2919465367883081
Českoskalická Corridor (Náchod),45.93,2.0,7.0,9.0,16.75,7.99,24.74,32.2,13.74,16.1,1.9628571428571429,5.1033333333333335,0.2857142857142857,22.22222222222222,8.375,1.1414285714285715,0.5386457652950141,1.0,0,0.2919122143001956
Carretera de Zamora Route (San Vitero),49.63,3.0,2.0,5.0,26.6,1.41,28.01,47.07,2.56,15.69,1.28,9.926,1.5,60.0,8.866666666666667,0.705,0.5643763852508563,1.0,0,0.29174862497857534
Motorway Autoroute du Soleil Corridor (Grignan),153.02,2.0,64.0,66.0,17.58,88.13,105.71,25.7,127.32,12.85,1.989375,2.318484848484849,0.03125,3.0303030303030303,8.79,1.37703125,0.6908247287936217,1.0,0,0.2915692563416088
Motorway A 4 Corridor (Schmölln),75.91,2.0,23.0,25.0,16.06,23.89,39.95,30.77,45.15,15.385,1.9630434782608694,3.0364,0.08695652173913043,8.0,8.03,1.038695652173913,0.5262811223817679,1.0,0,0.2907532352708678
Rakvere Route (Ida-Viru County),49.59,3.0,3.0,6.0,31.36,3.83,35.19,43.94,5.65,14.646666666666667,1.8833333333333335,8.265,1.0,50.0,10.453333333333333,1.2766666666666666,0.7096188747731397,1.0,0,0.29052947959605097
Rondo Świętego Andrzeja Boboli Corridor (Wólka Konopna),82.53,3.0,18.0,21.0,20.8,15.99,36.79,47.52,35.01,15.840000000000002,1.9449999999999998,3.93,0.16666666666666666,14.285714285714286,6.933333333333334,0.8883333333333333,0.4457772931055374,1.0,0,0.2905141251664378
Opletalova Corridor (Verneřice),51.07,3.0,3.0,6.0,27.11,2.58,29.69,46.29,4.78,15.43,1.5933333333333335,8.511666666666667,1.0,50.0,9.036666666666667,0.86,0.5813589191306051,1.0,0,0.2902090695911324
Motorway A 96 Corridor (Mammendorf),61.05,2.0,15.0,17.0,16.33,15.09,31.42,31.2,29.86,15.6,1.9906666666666666,3.591176470588235,0.13333333333333333,11.764705882352942,8.165,1.006,0.5146601146601147,1.0,0,0.289229426181572
Motorway A3 Corridor (Općina Lipovljani),80.71,3.0,17.0,20.0,18.92,12.51,31.43,48.12,32.6,16.04,1.9176470588235295,4.0355,0.17647058823529413,15.0,6.3066666666666675,0.7358823529411764,0.38941890719861233,1.0,0,0.2875666077952808
Motorway Autoroute du Nord Corridor (Schieren),49.55,2.0,11.0,13.0,20.81,12.15,32.97,28.85,20.7,14.425,1.8818181818181818,3.8115384615384613,0.18181818181818182,15.384615384615385,10.405,1.1045454545454545,0.665388496468214,1.0,0,0.28724809074672725
S3 Highway Corridor (Pustelnik),96.9,3.0,27.0,30.0,23.08,26.12,49.21,44.19,52.71,14.729999999999999,1.9522222222222223,3.23,0.1111111111111111,10.0,7.6933333333333325,0.9674074074074075,0.5078431372549019,1.0,0,0.28718612967998725
Motorway Autopista Zaragoza-Mediterrània Corridor (Castelldans),123.2,2.0,49.0,51.0,16.94,53.09,70.04,27.0,96.19,13.5,1.9630612244897958,2.4156862745098038,0.04081632653061224,3.9215686274509802,8.47,1.083469387755102,0.5685064935064935,1.0,0,0.28674406206330694
Motorway E42 Corridor (Robertville),65.74,3.0,10.0,13.0,23.66,10.17,33.83,46.33,19.41,15.443333333333333,1.941,5.056923076923076,0.3,23.076923076923077,7.886666666666667,1.017,0.5146029814420444,1.0,0,0.2867113106193129
Pyhrn Autobahn Highway Corridor (Admont),59.95,3.0,7.0,10.0,23.18,6.85,30.02,47.0,12.94,15.666666666666666,1.8485714285714285,5.995,0.42857142857142855,30.0,7.726666666666667,0.9785714285714285,0.5007506255212677,1.0,0,0.28627590409003667
Via Baltica Highway Corridor (Krašteliškės),67.62,3.0,11.0,14.0,23.94,8.64,32.58,45.88,21.73,15.293333333333335,1.9754545454545456,4.83,0.2727272727272727,21.428571428571427,7.98,0.7854545454545455,0.48181011535048796,1.0,0,0.2861659784542716
S3 Highway Corridor (Miękowo),61.46,2.0,16.0,18.0,15.58,15.98,31.56,31.05,30.41,15.525,1.900625,3.4144444444444444,0.125,11.11111111111111,7.79,0.99875,0.513504718516108,1.0,0,0.2854708609477474
Motorway Autostrada del Sole Corridor (Monterotondo),59.7,3.0,9.0,12.0,29.95,11.89,41.84,42.74,16.96,14.246666666666668,1.8844444444444446,4.9750000000000005,0.3333333333333333,25.0,9.983333333333333,1.3211111111111111,0.7008375209380234,1.0,0,0.2853049435906837
E 4 Route (Nianfors),50.24,3.0,2.0,5.0,24.9,1.82,26.72,46.52,3.72,15.506666666666668,1.86,10.048,1.5,60.0,8.299999999999999,0.91,0.5318471337579618,1.0,0,0.28515313414053456
Motorway A1 Corridor (Hengelo),58.21,2.0,14.0,16.0,17.0,15.57,32.58,30.3,27.91,15.15,1.9935714285714285,3.638125,0.14285714285714285,12.5,8.5,1.112142857142857,0.5596976464524995,1.0,0,0.28495245182386897
E 14 Route (Borgsjö District),47.45,3.0,1.0,4.0,23.89,0.09,23.98,47.25,0.2,15.75,0.2,11.8625,3.0,75.0,7.963333333333334,0.09,0.5053740779768177,1.0,0,0.2846846379083207
Motorway Autoroute des Anglais Corridor (Delettes),71.19,3.0,15.0,18.0,28.24,19.11,47.35,42.66,28.52,14.219999999999999,1.9013333333333333,3.955,0.2,16.666666666666668,9.413333333333332,1.274,0.6651215058294705,1.0,0,0.2846651723263198
S5 Highway Corridor (Słupia Kapitulna),62.63,3.0,8.0,11.0,20.14,6.36,26.5,48.15,14.48,16.05,1.81,5.693636363636364,0.375,27.272727272727273,6.713333333333334,0.795,0.42311991058598114,1.0,0,0.2843269504466733
D3 Highway Corridor (Ješetice),47.36,2.0,9.0,11.0,17.58,9.49,27.06,30.42,16.94,15.21,1.8822222222222225,4.305454545454546,0.2222222222222222,18.181818181818183,8.79,1.0544444444444445,0.5713682432432432,1.0,0,0.2840711446934055
Motorway M6 Corridor (Lancaster),48.78,3.0,3.0,6.0,29.6,3.62,33.22,43.5,5.28,14.5,1.76,8.13,1.0,50.0,9.866666666666667,1.2066666666666668,0.6810168101681017,1.0,0,0.28374150180204893
3;18 Highway Corridor (Korsholm),34.73,2.0,3.0,5.0,19.33,2.66,21.99,30.01,4.72,15.005,1.5733333333333333,6.946,0.6666666666666666,40.0,9.665,0.8866666666666667,0.6331701698819464,1.0,0,0.2836610457074222
Strada Statale 131 Carlo Felice Route (Sassari),74.17,3.0,19.0,22.0,37.38,38.97,76.35,36.54,37.62,12.18,1.9799999999999998,3.3713636363636366,0.15789473684210525,13.636363636363637,12.46,2.0510526315789472,1.0293919374410139,1.0,0,0.28295369807087256
Motorway A18 Corridor (Górka),75.34,3.0,16.0,19.0,24.04,17.46,41.5,44.4,30.94,14.799999999999999,1.93375,3.965263157894737,0.1875,15.789473684210526,8.013333333333334,1.09125,0.5508362091850278,1.0,0,0.28279140672876074
Motorway A 44 Corridor (Hückelhoven),94.31,3.0,25.0,28.0,21.3,23.91,45.22,44.44,49.88,14.813333333333333,1.9952,3.3682142857142856,0.12,10.714285714285714,7.1000000000000005,0.9564,0.47948255752306224,1.0,0,0.28269948577960785
Motorway Autostrada dei Vini Corridor (Pavone del Mella),68.87,3.0,15.0,18.0,30.66,21.43,52.09,40.86,28.01,13.62,1.8673333333333335,3.8261111111111115,0.2,16.666666666666668,10.22,1.4286666666666668,0.7563525482793669,1.0,0,0.2823058792005789
E 4 Route (Säbrå District),65.01,4.0,1.0,5.0,25.97,0.5,26.47,63.82,1.19,15.955,1.19,13.002,4.0,80.0,6.4925,0.5,0.40716812798031066,2.0,0,0.2822253576839555
Motorway A 9 Corridor (Köthen (Anhalt)),41.02,2.0,5.0,7.0,16.37,5.37,21.74,31.16,9.85,15.58,1.97,5.86,0.4,28.571428571428573,8.185,1.074,0.5299853729887859,1.0,0,0.28187206048958485
Motorway A 28 Corridor (Limésy),60.16,3.0,9.0,12.0,29.04,12.4,41.44,42.36,17.8,14.12,1.9777777777777779,5.013333333333333,0.3333333333333333,25.0,9.68,1.3777777777777778,0.6888297872340425,1.0,0,0.2814508770695896
Motorway A 45 Corridor (Netphen),40.38,2.0,5.0,7.0,16.27,4.52,20.79,31.17,9.21,15.585,1.842,5.768571428571429,0.4,28.571428571428573,8.135,0.9039999999999999,0.5148588410104011,1.0,0,0.28131489681361166
Motorway Autovía del Sur Corridor (Viso del Marqués),45.03,3.0,1.0,4.0,26.42,0.03,26.45,44.97,0.06,14.99,0.06,11.2575,3.0,75.0,8.806666666666667,0.03,0.5873861869864534,1.0,0,0.2804900341590477
M80 Route (Ispánk),40.59,2.0,5.0,7.0,14.73,4.35,19.08,31.94,8.66,15.97,1.732,5.798571428571429,0.4,28.571428571428573,7.365,0.8699999999999999,0.47006651884700656,1.0,0,0.28039415129640527
S7 Highway Corridor (Gębiny),49.92,2.0,9.0,11.0,13.69,7.41,21.11,31.97,17.96,15.985,1.9955555555555557,4.538181818181818,0.2222222222222222,18.181818181818183,6.845,0.8233333333333334,0.42287660256410253,1.0,0,0.27990593779032835
Motorway A 31 Corridor (Lingen (Ems)),41.26,2.0,6.0,8.0,16.34,5.65,21.99,30.8,10.45,15.4,1.7416666666666665,5.1575,0.3333333333333333,25.0,8.17,0.9416666666666668,0.5329617062530295,1.0,0,0.2794955621409074
Motorway Autostrada Adriatica Corridor (Montenero di Bisaccia),50.35,3.0,5.0,8.0,30.72,6.31,37.03,41.61,8.73,13.87,1.746,6.29375,0.6,37.5,10.24,1.262,0.7354518371400198,1.0,0,0.27901462646412645
Motorway E 20;50 Corridor (Brotorp),129.86,2.0,51.0,53.0,12.29,46.38,58.67,28.07,101.79,14.035,1.9958823529411767,2.4501886792452834,0.0392156862745098,3.7735849056603774,6.145,0.9094117647058824,0.4517942399507161,1.0,0,0.2779666817595219
Strada Statale 3 bis Tiberina Route (Sansepolcro),45.97,3.0,2.0,5.0,29.07,2.31,31.39,42.63,3.35,14.21,1.675,9.193999999999999,1.5,60.0,9.69,1.155,0.6828366325864694,1.0,0,0.27756387550426526
Motorway A13 Corridor (Maienfeld),69.4,3.0,14.0,17.0,25.8,15.45,41.25,42.48,26.92,14.159999999999998,1.922857142857143,4.082352941176471,0.21428571428571427,17.647058823529413,8.6,1.1035714285714284,0.5943804034582132,1.0,0,0.27688131875691757
